,text,label,relations,len
1371,"panda Tuan Tuan was believed to have a malignant brain tumour, prompting China to send a pair of experts to Taiwan earlier this month to help with panda Tuan Tuan's treatment.",<triplet> China <subj> Taiwan <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1372,G20 declaration reflects differences among members over Russia-Ukraine conflict.,<triplet> G20 declaration <subj> members <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Reduce Relations <triplet> Ukraine <subj> Russia <obj> Reduce Relations,"['Make Public Statement', 'Reduce Relations', 'Reduce Relations']",3
1373,"‘Selfish’: France allows charity boat in, slams Italy’s new government.",<triplet> France <subj> charity boat <obj> Provide Aid <triplet> France <subj> Italy’s new government <obj> Disapprove,"['Provide Aid', 'Disapprove']",2
1374,"Immigration is a hot-button issue and the French interior minister is not impressed with Giorgia Meloni’s new right-wing government, promising consequences.",<triplet> French interior minister <subj> Giorgia Meloni’s new right-wing government <obj> Reduce Relations,['Reduce Relations'],1
1375,"""South Korea's military detected some 180 NK warplanes, South Korea's Joint Chiefs of Staff said, adding South Korea ""scrambled 80 fighter jets including F-35As"" while jets involved in military drills with the US were also ""maintaining readiness""",<triplet> South Korea's military <subj> some 180 NK warplanes <obj> Investigate <triplet> South Korea's Joint Chiefs of Staff <subj> South Korea's military <obj> Make Public Statement <triplet> South Korea's Joint Chiefs of Staff <subj> some 180 NK warplanes <obj> Make Public Statement <triplet> South Korea <subj> the US <obj> Engage In Diplomatic Cooperation,"['Investigate', 'Make Public Statement', 'Make Public Statement', 'Engage In Diplomatic Cooperation']",4
1376,"In 2014, Nobel laureate Nadia Murad was captured, alongside many other Yazidi women, by the so-called Islamic State (IS) group in the northern Iraqi town of Sinjar.",<triplet> the so-called Islamic State (IS) group <subj> Nobel laureate Nadia Murad <obj> Coerce <triplet> the so-called Islamic State (IS) group <subj> many other Yazidi women <obj> Coerce,"['Coerce', 'Coerce']",2
1377,"Nobel laureate Nadia Murad was held hostage, enslaved, tortured and raped before escaping to Mosul and then making Nobel laureate Nadia Murad's way to Germany.",<triplet> Germany <subj> Nobel laureate Nadia Murad <obj> Provide Aid,['Provide Aid'],1
1378,"After sharing the 2018 Nobel Peace Prize with Congolese gynaecologist Denis Mukwege, Nobel laureate Nadia Murad is now a leading global advocate for survivors of genocide and sexual violence.",<triplet> Nobel laureate Nadia Murad <subj> survivors of genocide and sexual violence <obj> Provide Aid,['Provide Aid'],1
1379,Migrant rescue ship Ocean Viking docks in French port of Toulon after Italian refusal.,<triplet> French port of Toulon <subj> Migrant rescue ship Ocean Viking <obj> Provide Aid <triplet> Italian refusal <subj> Migrant rescue ship Ocean Viking <obj> Reject,"['Provide Aid', 'Reject']",2
1380,"A rescue ship carrying 230 migrants docked at French port of Toulon on Friday, maritime authorities said, amid a French-Italian row over which country is responsible for 230 migrants.",<triplet> A rescue ship <subj> 230 migrants <obj> Provide Aid <triplet> maritime authorities <subj> French port of Toulon <obj> Make Public Statement <triplet> maritime authorities <subj> A rescue ship <obj> Make Public Statement <triplet> maritime authorities <subj> 230 migrants <obj> Make Public Statement <triplet> French <subj> Italian <obj> Disapprove <triplet> Italian <subj> French <obj> Disapprove,"['Provide Aid', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Disapprove', 'Disapprove']",6
1381,Buffalo supermarket shooter who killed 10 Black victims pleads guilty to murder charges.,<triplet> Buffalo supermarket shooter <subj> 10 Black victims <obj> Assault,['Assault'],1
1382," The white gunman who massacred 10 Black shoppers and workers at a supermarket in Buffalo, N.Y., pleaded guilty Monday to murder and hate-motivated terrorism charges, guaranteeing that Buffalo supermarket shooter who killed 10 Black victims will spend the rest of Buffalo supermarket shooter who killed 10 Black victims's life in prison.",<triplet> prison <subj> Buffalo supermarket shooter <obj> Coerce <triplet> The white gunman <subj> 10 Black shoppers and workers <obj> Assault,"['Coerce', 'Assault']",2
1384,The Japanese Ministry of Foreign Affairs confirmed Friday that a Japanese man in Japanese man's 20s has died fighting in Ukraine.,<triplet> The Japanese Ministry of Foreign Affairs <subj> a Japanese man <obj> Make Public Statement <triplet> a Japanese man <subj> Ukraine <obj> Fight <triplet> The Japanese Ministry of Foreign Affairs <subj> Ukraine <obj> Make Public Statement,"['Make Public Statement', 'Fight', 'Make Public Statement']",3
1385,"“The Embassy of Japan in Ukraine has confirmed to the Ukrainian authorities that a Japanese man in Japanese man's 20s, who was participating in fighting against Russian forces in Ukraine, died on November 9.",<triplet> The Embassy of Japan in Ukraine <subj> the Ukrainian authorities <obj> Make Public Statement <triplet> The Embassy of Japan in Ukraine <subj> a Japanese man <obj> Make Public Statement <triplet> a Japanese man <subj> Russian forces <obj> Fight <triplet> a Japanese man <subj> Ukraine <obj> Provide Aid,"['Make Public Statement', 'Make Public Statement', 'Fight', 'Provide Aid']",4
1386,"Soldiers from the 155th Naval Infantry Brigade, an elite corps of the Russian army, published an open letter on Sunday denouncing Soldiers from the 155th Naval Infantry Brigade, an elite corps of the Russian army's superiors for using Soldiers from the 155th Naval Infantry Brigade, an elite corps of the Russian army as cannon fodder in Ukraine.",<triplet> Soldiers from the 155th Naval Infantry Brigade <subj> superiors <obj> Disapprove <triplet> Soldiers from the 155th Naval Infantry Brigade <subj> Soldiers from the 155th Naval Infantry Brigade <obj> Make Public Statement <triplet> Soldiers from the 155th Naval Infantry Brigade <subj> Ukraine <obj> Make Public Statement,"['Disapprove', 'Make Public Statement', 'Make Public Statement']",3
1387,"In a Reversal, U.S. Won’t Block Climate Compensation for Poor Nations.",<triplet> U.S. <subj> Poor Nations <obj> Yield,['Yield'],1
1388,A U.S. official said negotiations continue over details for a fund to help developing countries cope with “loss and damage” caused by global warming.,<triplet> A U.S. official <subj> developing countries <obj> Make Public Statement,['Make Public Statement'],1
1389,"Health workers in Buenos Aires strike for improved pay, more staff.",<triplet> Health workers <subj> Buenos Aires <obj> Protest,['Protest'],1
1390,Hospitals across Buenos Aires affected by mass walk-out as healthcare professionals demand “urgent increase” to salaries and “immediate incorporation” of new staff.,<triplet> as healthcare professionals <subj> Hospitals across Buenos Aires <obj> Protest,['Protest'],1
1391,Indonesia: Java quake kills scores and injures hundreds.,<triplet> Java quake <subj> hundreds <obj> Assault,['Assault'],1
1392,Rescuers have been working through the night to save people still trapped under collapsed buildings.,<triplet> Rescuers <subj> people <obj> Provide Aid,['Provide Aid'],1
1393,G20 final communiqué sees ‘most members’ condemning Ukraine war.,<triplet> G20 final communiqué <subj> most members <obj> Make Public Statement <triplet> G20 final communiqué <subj> Ukraine war <obj> Make Public Statement <triplet> most members <subj> Ukraine war <obj> Disapprove,"['Make Public Statement', 'Make Public Statement', 'Disapprove']",3
1394,"G20 unanimously adopted a declaration on Wednesday saying ‘most members’ condemned the war in Ukraine, but the document concluding G20's summit acknowledged some countries saw Ukraine war differently.",<triplet> some countries <subj> Ukraine war <obj> Engage In Diplomatic Cooperation <triplet> most members <subj> Ukraine <obj> Disapprove,"['Engage In Diplomatic Cooperation', 'Disapprove']",2
1395,"A man, believed to be the store manager, opened fire then turned the gun on A man, believed to be the store manager.",<triplet> A man <subj> A man <obj> Assault,['Assault'],1
1396,Malaysia supports Hague Court’s verdict in MH17 case.,<triplet> Malaysia <subj> Hague Court <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1397,"The Malaysian Airlines Boeing-777 en route from Amsterdam to Kuala Lumpur crashed in the Donetsk Region of Ukraine on July 17, 2014, killing 298 passengers",<triplet> The Malaysian Airlines Boeing-777 <subj> 298 passengers <obj> Assault,['Assault'],1
1398,New reservoirs designed to supply French farms with water in increasingly arid growing seasons have attracted opposition from environmentalists.,<triplet> New reservoirs <subj> French farms <obj> Engage In Material Cooperation <triplet> environmentalists <subj> New reservoirs <obj> Disapprove,"['Engage In Material Cooperation', 'Disapprove']",2
1399,Hungarian PM points out EU's anti-Russia sanctions harming Europe’s economy.,<triplet> Hungarian PM <subj> EU <obj> Make Public Statement,['Make Public Statement'],1
1400,"Moreover, PM Orban confirmed PM Orban's intention to widen Hungary’s political and economic cooperation with members of the Organization of Turkic States",<triplet> PM Orban <subj> PM Orban <obj> Make Public Statement <triplet> PM Orban <subj> members of the Organization of Turkic States <obj> Make Public Statement <triplet> PM Orban <subj> members of the Organization of Turkic States <obj> Express Intend to Cooperate <triplet> members of the Organization of Turkic States <subj> members of the Organization of Turkic States <obj> Express Intend to Cooperate,"['Make Public Statement', 'Make Public Statement', 'Express Intend to Cooperate', 'Express Intend to Cooperate']",4
1401,"Without Fox News, Ivanka, and Twitter, Trump says Trump's the right fit for White House again.",<triplet> Fox News <subj> Trump <obj> Reduce Relations <triplet> Ivanka <subj> Trump <obj> Reduce Relations <triplet> Twitter <subj> Trump <obj> Reduce Relations,"['Reduce Relations', 'Reduce Relations', 'Reduce Relations']",3
1402,"Trump does not yet have the full backing of the Republican Party or Fox News, Trump's daughter Ivanka is bailing out on Trump, and Trump still doesn't have access to Twitter.",<triplet> the Republican Party <subj> Trump <obj> Reduce Relations <triplet> Fox News <subj> Trump <obj> Reduce Relations <triplet> Trump's daughter Ivanka <subj> Trump <obj> Reduce Relations <triplet> Twitter <subj> Trump <obj> Reduce Relations,"['Reduce Relations', 'Reduce Relations', 'Reduce Relations', 'Reduce Relations']",4
1403,Gay marriage is not legal in India but congratulations poured in as Noora and Adhila posed for wedding photos.,<triplet> India <subj> Gay marriage <obj> Coerce,['Coerce'],1
1404,"‘Unlikely’ that missile that hit Polish village was fired from Russia, says Biden.",<triplet> Biden <subj> missile that hit Polish village <obj> Make Public Statement <triplet> Biden <subj> Russia <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1405,"Biden spoke to the Polish president by phone before calling a meeting with leaders from Germany, Canada, Netherlands, Japan, Spain, Italy, France and UK.",<triplet> Biden <subj> the Polish president <obj> Consult <triplet> Biden <subj> Germany <obj> Consult <triplet> Biden <subj> Canada <obj> Consult <triplet> Biden <subj> Netherlands <obj> Consult <triplet> Biden <subj> Japan <obj> Consult <triplet> Biden <subj> Spain <obj> Consult <triplet> Biden <subj> Italy <obj> Consult <triplet> Biden <subj> France <obj> Consult <triplet> Biden <subj> UK <obj> Consult,"['Consult', 'Consult', 'Consult', 'Consult', 'Consult', 'Consult', 'Consult', 'Consult', 'Consult']",9
1406,Charlize Theron grew up speaking Afrikaans - many fellow South Africans are outraged by Charlize Theron's comments.,<triplet> many fellow South Africans <subj> Charlize Theron <obj> Disapprove,['Disapprove'],1
1408,Zelesnkyy has rejected NATO's conclusion that Polish missile strike launched from Ukraine was launched by Ukraine.,<triplet> Zelesnkyy <subj> NATO's conclusion <obj> Reject,['Reject'],1
1409,An animated video of a meteor shower shared by Mary McIntyre was banned by Twitter's automated tools.,<triplet> Twitter's automated tools <subj> Mary McIntyre <obj> Disapprove,['Disapprove'],1
1410,The Supreme Court seems poised to end Affirmative Action.,<triplet> The Supreme Court <subj> Affirmative Action <obj> Disapprove,['Disapprove'],1
1411,"Forrest praises Albanese for China reset, lashes Coalition for damaging relationship.",<triplet> Forrest <subj> Albanese <obj> Engage In Diplomatic Cooperation <triplet> Albanese <subj> China <obj> Consult <triplet> Forrest <subj> Coalition <obj> Disapprove,"['Engage In Diplomatic Cooperation', 'Consult', 'Disapprove']",3
1412,UK: Sunak to crack down on int'l pupils not in top univs?.,<triplet> Sunak <subj> top univs <obj> Investigate,['Investigate'],1
1413,Australia called in to help after hackers shut down Vanuatu government systems.,<triplet> Vanuatu government systems <subj> Australia <obj> Appeal <triplet> hackers <subj> Vanuatu government systems <obj> Coerce,"['Appeal', 'Coerce']",2
1415,France's Macron heads to US for a wide-ranging state visit.,<triplet> France's Macron <subj> US <obj> Consult,['Consult'],1
1416,"France's Macron heads to Washington Tuesday to discuss a slew of issues with US counterpart Joe Biden, ranging from aligning policy on Russia's invasion of Ukraine to easing trade spats.",<triplet> France's Macron <subj> Washington <obj> Consult <triplet> France's Macron <subj> US counterpart Joe Biden <obj> Consult <triplet> Russia <subj> Ukraine <obj> Fight,"['Consult', 'Consult', 'Fight']",3
1417,Shoukry says decisions reached during COP27 are messages to world for better future.,<triplet> Shoukry <subj> decisions reached during COP27 <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1418,"Foreign Minister and President of the UN Climate Change Conference, COP27, Sameh Shoukry underlined on Sunday the importance of taking into considerations all recommendations and decisions reached during the UN Climate Change Conference, COP27 for a better future.","<triplet> Foreign Minister and President of the UN Climate Change Conference, COP27, Sameh Shoukry <subj> UN Climate Change Conference, COP27 <obj> Make Public Statement",['Make Public Statement'],1
1419,Guinea-Bissau leader tells Paris Peace Forum Guinea-Bissau leader advised Zelensky to talk to Putin.,<triplet> Guinea-Bissau leader <subj> Paris Peace Forum <obj> Make Public Statement <triplet> Guinea-Bissau leader <subj> Zelensky <obj> Consult,"['Make Public Statement', 'Consult']",2
1420,"Talks on Ukraine possible after Russian troop pullout, says Finnish top diplomat.",<triplet> Finnish top diplomat <subj> Ukraine <obj> Make Public Statement <triplet> Finnish top diplomat <subj> Russian troop pullout <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1421,EU starts training mission for Ukrainian military.,<triplet> EU <subj> training mission for Ukrainian military <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1422,"It is reported that training mission for Ukrainian military will provide individual, collective and special training for the Ukrainian Armed Forces and the territorial defense",<triplet> training mission for Ukrainian military <subj> Ukrainian Armed Forces and the territorial defense <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1423,"In states where abortion rights or democracy was on the ballot, Democrats upended the typical midterm result.",<triplet> states where abortion rights or democracy <subj> Democrats <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1424,IAEA Director General says external power supply to Zaporozhye NPP restored.,<triplet> IAEA Director General <subj> Zaporozhye NPP <obj> Make Public Statement,['Make Public Statement'],1
1425,IAEA Director General said on Thursday that Zaporozhye was again completely disconnected from external power as a result of overnight shelling and was receiving power from spare diesel generators,<triplet> overnight shelling <subj> Zaporozhye <obj> Fight <triplet> IAEA Director General <subj> Zaporozhye <obj> Make Public Statement <triplet> IAEA Director General <subj> overnight shelling <obj> Make Public Statement,"['Fight', 'Make Public Statement', 'Make Public Statement']",3
1426,a Russian oligarch's superyacht is floating in a US cargo port after the FBI tracked a Russian oligarch's superyacht down in the Pacific.,<triplet> the FBI <subj> a Russian oligarch's superyacht <obj> Investigate <triplet> the FBI <subj> a Russian oligarch's superyacht <obj> Coerce,"['Investigate', 'Coerce']",2
1427,Ukraine: Russian shelling damaged nuclear plant power lines.,<triplet> Russian shelling <subj> nuclear plant power lines <obj> Fight,['Fight'],1
1428,"Ukraine's nuclear state operator said on Thursday that Russia has shelled and damaged power lines connecting Europe's largest nuclear power plant to the Ukrainian grid, leaving Europe's largest nuclear power plant reliant on diesel generators again.",<triplet> Ukraine's nuclear state operator <subj> Russia <obj> Make Public Statement <triplet> Ukraine's nuclear state operator <subj> power lines connecting Europe's largest nuclear power plant to the Ukrainian grid <obj> Make Public Statement <triplet> Russia <subj> power lines connecting Europe's largest nuclear power plant to the Ukrainian grid <obj> Fight,"['Make Public Statement', 'Make Public Statement', 'Fight']",3
1430,"Facebook owner Meta to lay off 11,000 staff.","<triplet> Facebook owner Meta <subj> 11,000 staff <obj> Reduce Relations",['Reduce Relations'],1
1431,The tech industry is in a serious slump and several major firms have announced mass layoffs - Twitter's new owner Elon Musk fired half Twitter's's staff last week.,<triplet> Elon Musk <subj> half Twitter's's staff <obj> Reduce Relations,['Reduce Relations'],1
1432,Vicky Bowman: Former UK ambassador among prisoners to be freed in Myanmar.,<triplet> Myanmar <subj> Former UK ambassador <obj> Yield <triplet> Myanmar <subj> prisoners <obj> Yield,"['Yield', 'Yield']",2
1433,"Former UK ambassador among prisoners to be freed in Myanmar is among nearly 6,000 prisoners to be released, the military junta says.","<triplet> the military junta <subj> Former UK ambassador <obj> Make Public Statement <triplet> the military junta <subj> Myanmar <obj> Make Public Statement <triplet> the military junta <subj> 6,000 prisoners <obj> Make Public Statement <triplet> Myanmar <subj> 6,000 prisoners <obj> Yield <triplet> Myanmar <subj> Former UK ambassador <obj> Yield <triplet> Myanmar <subj> prisoners <obj> Yield","['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Yield', 'Yield', 'Yield']",6
1434,Live: Russia and Ukraine each free 50 POWs in latest prisoner swap.,<triplet> Russia <subj> 50 POWs <obj> Yield <triplet> Ukraine <subj> 50 POWs <obj> Yield,"['Yield', 'Yield']",2
1435,"Russia and Kyiv carried out the latest in a series of prisoner of war exchanges on Thursday, with Russia and Ukraine handing over 50 POWs.",<triplet> Russia <subj> 50 POWs <obj> Yield <triplet> Ukraine <subj> 50 POWs <obj> Yield,"['Yield', 'Yield']",2
1436,"latest prisoner swap took place as Ukrainian energy workers raced to restore power after Russian missile strikes destroyed energy infrastructure across Ukraine, leaving millions without power.",<triplet> Russian missile <subj> energy infrastructure across Ukraine <obj> Fight <triplet> Russian missile <subj> millions <obj> Coerce,"['Fight', 'Coerce']",2
1437,US Ambassador to the UN Linda Thomas-Greenfield has accused Russia of “weaponising winter” and Ukrainian President Volodymyr Zelensky called for urgent the UN action against the Russian “formula of terror”.,<triplet> US Ambassador to the UN Linda Thomas-Greenfield <subj> Russia <obj> Disapprove <triplet> Ukrainian President Volodymyr Zelensky <subj> UN action <obj> Appeal,"['Disapprove', 'Appeal']",2
1438,Trump Organization is accused of paying untaxed perks to Trump Organization's top executives for 15 years.,<triplet> Trump Organization <subj> Trump Organization's top executives <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1439,Kamala Harris to visit front-line Philippine island in sea feud.,<triplet> Kamala Harris <subj> front-line Philippine island <obj> Consult,['Consult'],1
1440,"The Philippine coast guard is scheduled to welcome Kamala Harris on board one of The Philippine coast guard's biggest patrol ships, the BRP Teresa Magbanua, in Palawan, where Kamala Harris is scheduled to deliver a speech, according to The Philippine coast guard spokesperson Commodore Armand Balilo.","<triplet> The Philippine coast guard spokesperson Commodore Armand Balilo <subj> The Philippine coast guard <obj> Make Public Statement <triplet> The Philippine coast guard spokesperson Commodore Armand Balilo <subj> Kamala Harris <obj> Make Public Statement <triplet> Kamala Harris <subj> The Philippine coast guard's biggest patrol ships, the BRP Teresa Magbanua <obj> Consult","['Make Public Statement', 'Make Public Statement', 'Consult']",3
1441,FBI arrests two members of extremist 'Boogaloo' group.,<triplet> FBI <subj> two members of extremist 'Boogaloo' group <obj> Coerce,['Coerce'],1
1442,One of two members of extremist 'Boogaloo' group allegedly threatened to blow up Facebook's headquarters and the US tax collection agency.,<triplet> One of two members of extremist 'Boogaloo' group <subj> Facebook's headquarters <obj> Threaten <triplet> One of two members of extremist 'Boogaloo' group <subj> the US tax collection agency <obj> Threaten,"['Threaten', 'Threaten']",2
1443,"Russian missiles killed at least one person and knocked out power across the country, signaling a renewed assault after significant Ukrainian gains in the south.",<triplet> Russian missiles <subj> at least one person <obj> Fight,['Fight'],1
1444,Zelensky says journalists to be denied access to Kherson over ‘need to clear Kherson of mines’.,<triplet> Zelensky <subj> journalists <obj> Make Public Statement <triplet> Kherson <subj> journalists <obj> Reject,"['Make Public Statement', 'Reject']",2
1445,"On November 9, Russian Defense Minister Sergey Shoigu ordered that Russian troops be pulled from the right bank of the Dnieper River",<triplet> Russian Defense Minister Sergey Shoigu <subj> the right bank of the Dnieper River <obj> Yield <triplet> Russian Defense Minister Sergey Shoigu <subj> Russian troops <obj> Make Public Statement,"['Yield', 'Make Public Statement']",2
1446,"Authorities of Kosovo have decided to fine those who have not changed Serbian plates since November 1, 2022",<triplet> Authorities of Kosovo <subj> those who have not changed Serbian plates <obj> Coerce,['Coerce'],1
1447,"The Turkish Anatolia News Agency quoted Turkish President Recep Tayyip Erdogan as saying that Russian President Vladimir Putin offered, during a call between them, a few days ago, to provide free Russian grain to needy countries!",<triplet> The Turkish Anatolia News Agency <subj> Turkish President Recep Tayyip Erdogan <obj> Make Public Statement <triplet> Turkish President Recep Tayyip Erdogan <subj> Russian President Vladimir Putin <obj> Make Public Statement <triplet> Russian President Vladimir Putin <subj> needy countries <obj> Provide Aid,"['Make Public Statement', 'Make Public Statement', 'Provide Aid']",3
1448,"Armenian PM shares details of talks with Putin, Aliyev in Sochi with Iranian president.",<triplet> Armenian PM <subj> Putin <obj> Engage In Material Cooperation <triplet> Aliyev <subj> Iranian president <obj> Consult,"['Engage In Material Cooperation', 'Consult']",2
1449,Biden Speaks of a Better Future at ASEAN Summit in Cambodia.,<triplet> Biden <subj> ASEAN Summit <obj> Consult,['Consult'],1
1450,The president traveled to Cambodia hoping that an in-person appearance would help reinforce The president's administration’s broad efforts to counter China’s rise and to promote human rights.,<triplet> The president <subj> Cambodia <obj> Consult <triplet> The president's administration <subj> China <obj> Disapprove,"['Consult', 'Disapprove']",2
1451,Xi complains of newspaper leaking to Trudeau at G20.,<triplet> Xi <subj> Trudeau <obj> Disapprove,['Disapprove'],1
1452,Xi expresses Xi's displeasure to Trudeau that everything discussed between them at G20 has been leaked to media.,<triplet> Xi <subj> Trudeau <obj> Disapprove,['Disapprove'],1
1453,US has warned US will take legal action if Mexico's presses ahead with Mexico's planned GM corn ban.,<triplet> US <subj> Mexico <obj> Threaten <triplet> US <subj> US <obj> Make Public Statement <triplet> US <subj> Mexico <obj> Make Public Statement,"['Threaten', 'Make Public Statement', 'Make Public Statement']",3
1454,US sending Ukraine $400 million more in military aid.,<triplet> US <subj> Ukraine <obj> Provide Aid,['Provide Aid'],1
1455,"Egyptian Minister of Youth and Sports, Ashraf Sobhi, announced the approval of President Abdel Fattah al-Sisi of Egypt's bid to host the 2036 Olympics.","<triplet> Egyptian Minister of Youth and Sports, Ashraf Sobhi <subj> President Abdel Fattah al-Sisi <obj> Make Public Statement <triplet> President Abdel Fattah al-Sisi <subj> Egypt <obj> Engage In Diplomatic Cooperation <triplet> Egypt <subj> 2036 Olympics <obj> Appeal","['Make Public Statement', 'Engage In Diplomatic Cooperation', 'Appeal']",3
1456,"Youm7 newspaper said that there is more than one sports edifice in Egypt that is fully prepared to host the largest international sporting events, the most important of which is …
The post Photos: Egypt bids to host the 2036 Olympics appeared first on Egypt Independent.",<triplet> Youm7 newspaper <subj> Egypt <obj> Make Public Statement,['Make Public Statement'],1
1457,PM Modi and US President Biden reviewed India-US ties in meeting in Bali.,<triplet> PM Modi <subj> US President Biden <obj> Consult <triplet> US President Biden <subj> PM Modi <obj> Consult,"['Consult', 'Consult']",2
1458,"PM Modi and US President Biden also discussed topical global and regional developments in PM Modi and US President Biden's meeting that took place on the margins of the G-20 summit in Bali, the Ministry of External Affairs (MEA) said.",<triplet> PM Modi <subj> US President Biden <obj> Consult <triplet> US President Biden <subj> PM Modi <obj> Consult <triplet> PM Modi <subj> US President Biden <obj> Consult <triplet> US President Biden <subj> PM Modi <obj> Consult <triplet> Ministry of External Affairs (MEA) <subj> PM Modi <obj> Make Public Statement <triplet> Ministry of External Affairs (MEA) <subj> US President Biden <obj> Make Public Statement,"['Consult', 'Consult', 'Consult', 'Consult', 'Make Public Statement', 'Make Public Statement']",6
1459,Terror attack in Iran’s Shiraz was staged by Azerbaijani citizen — intelligence ministry.,<triplet> Azerbaijani citizen <subj> Iran’s Shiraz <obj> Assault,['Assault'],1
1460,"On October 26, the IRNA agency said that Azerbaijani citizen — intelligence ministry opened fire at the Shah Cheragh Shrine in Iran’s Shiraz",<triplet> the IRNA agency <subj> Azerbaijani citizen <obj> Make Public Statement <triplet> the IRNA agency <subj> the Shah Cheragh Shrine in Iran’s Shiraz <obj> Make Public Statement <triplet> Azerbaijani citizen <subj> the Shah Cheragh Shrine in Iran’s Shiraz <obj> Fight,"['Make Public Statement', 'Make Public Statement', 'Fight']",3
1461,"Iran government supporters, security confront protesters at World Cup.",<triplet> Iran government supporters <subj> protesters <obj> Disapprove <triplet> security <subj> protesters <obj> Disapprove,"['Disapprove', 'Disapprove']",2
1462, Tensions ran high at Iran's second match at World Cup in Qatar on Friday as fans supporting Iran harassed those protesting against Iran and stadium security seized items expressing support for the protest movement in Iran.,<triplet> fans supporting Iran <subj> those protesting <obj> Assault <triplet> those protesting <subj> Iran <obj> Protest <triplet> stadium security <subj> those protesting <obj> Coerce,"['Assault', 'Protest', 'Coerce']",3
1463,French media demand Iran release reporter covering Mahsa Amini protests.,<triplet> French media <subj> Iran <obj> Demand <triplet> Iran <subj> reporter covering Mahsa Amini protests <obj> Coerce,"['Demand', 'Coerce']",2
1464,his country war: Biden tells Zelensky Biden's country will never stand alone.,<triplet> Biden <subj> Zelensky <obj> Express Intend to Cooperate,['Express Intend to Cooperate'],1
1465,"On Zelensky's first overseas trip since the Russian invasion began, Zelensky thanks the US.",<triplet> Zelensky <subj> the US <obj> Engage In Diplomatic Cooperation <triplet> On Zelensky <subj> the US <obj> Consult,"['Engage In Diplomatic Cooperation', 'Consult']",2
1467,"addressed US lawmakers from both political parties on Wednesday and pushed back over new American subsidies that are riling European leaders, according to a participant in a closed-door meeting.",<triplet>  participan <subj>  US lawmakers from both political partie <obj> Make Public Statement <triplet>  new American subsidie <subj>  European leader <obj> Reduce Relations,"['Make Public Statement', 'Reduce Relations']",2
1468,Armenian parliament calls on Russia to ensure Lachin corridor unblocked.,<triplet> Armenian parliament <subj> Russia <obj> Appeal,['Appeal'],1
1471,"Earlier on Thursday, the United Nations and partners launched an appeal for a record $51.5 billion in aid money for 2023 as tens of millions of additional people are expected to need humanitarian assistance, including those in Ukraine.",<triplet> the United Nations and partners <subj> Ukraine <obj> Provide Aid <triplet> the United Nations and partners <subj> tens of millions of additional people <obj> Provide Aid,"['Provide Aid', 'Provide Aid']",2
1473,The move to send Patriot missiles by the U.S. will send a strong message to both Moscow and European allies that the U.S. is prepared to ...,<triplet> the U.S. <subj> European allies <obj> Make Public Statement <triplet> the U.S. <subj> Moscow <obj> Exhibit Military Posture,"['Make Public Statement', 'Exhibit Military Posture']",2
1474,Critical infrastructure facility damaged in Russian drone attack.,<triplet> Russian drone attack <subj> Critical infrastructure facility <obj> Fight,['Fight'],1
1475,Bangladesh denies Bangladesh is cracking down on freedom of expression as opposition calls for protest march.,<triplet> opposition <subj> Bangladesh <obj> Disapprove <triplet> Bangladesh <subj> Bangladesh <obj> Make Public Statement,"['Disapprove', 'Make Public Statement']",2
1476,Ukraine war: EU set to approve cap on price of Russian oil.,<triplet> EU <subj> Russian oil <obj> Make Public Statement,['Make Public Statement'],1
1477,"EU agrees cap on price of Russian oil, after Poland gave Poland's backing.",<triplet> EU <subj> Russian oil <obj> Make Public Statement <triplet> Poland <subj> EU <obj> Engage In Diplomatic Cooperation,"['Make Public Statement', 'Engage In Diplomatic Cooperation']",2
1478,Assets of Russian state broadcaster VGTRK in EU will be frozen — the portal.,<triplet> EU <subj> Assets of Russian state broadcaster VGTRK <obj> Coerce,['Coerce'],1
1479,"""The Russian state broadcaster VGTRK and National Media Group state-media holding companies, state broadcaster ANO TV-Novosti, and the Strategic Culture Foundation in Moscow, which EU describes as a front for Russia's SVR foreign intelligence service, are to have The VGTRK and National Media Group state-media holding companies's EU assets frozen,"" the portal says",<triplet> EU <subj> The VGTRK and National Media Group state-media holding companies's EU assets <obj> Coerce <triplet> the portal <subj> EU <obj> Make Public Statement <triplet> the portal <subj> The VGTRK and National Media Group state-media holding companies's EU assets <obj> Make Public Statement,"['Coerce', 'Make Public Statement', 'Make Public Statement']",3
1480,"President Abdel Fattah al-Sisi poses for photo op with Arab leaders, Xi Jinping.",<triplet> President Abdel Fattah al-Sisi <subj> Arab leaders <obj> Consult <triplet> President Abdel Fattah al-Sisi <subj> Xi Jinping <obj> Consult,"['Consult', 'Consult']",2
